obs_id,pred
id_001749,365010
id_001750,429390
id_001751,446830
id_001752,464420
id_001753,421100
id_001754,495200
id_001755,342950
id_001756,405820
id_001757,456160
id_001758,429250
id_001759,335340
id_001760,384880
id_001761,342950
id_001762,438320
id_001763,483300
id_001764,410020
id_001765,432060
id_001766,438590
id_001767,487780
id_001768,471090
id_001769,420160
id_001770,420160
id_001771,471090
id_001772,401730
id_001773,393190
id_001774,397360
id_001775,404670
id_001776,399160
id_001777,399160
id_001778,374970
id_001779,374970
id_001780,379900
id_001781,335340
id_001782,374110
id_001783,410020
id_001784,410020
id_001785,410020
id_001786,386150
id_001787,458390
id_001788,410020
id_001789,471090
id_001790,471090
id_001791,446940
id_001792,446940
id_001793,375740
id_001794,455140
id_001795,379900
id_001796,462630
id_001797,386150
id_001798,471090
id_001799,540400
id_001800,371220
id_001801,376020
id_001802,363520
id_001803,404370
id_001804,325450
id_001805,367180
id_001806,414740
id_001807,402110
id_001808,417480
id_001809,392940
id_001810,431550
id_001811,485500
id_001812,431550
id_001813,361130
id_001814,361130
id_001815,361130
id_001816,347370
id_001817,361130
id_001818,325880
id_001819,387080
id_001820,345980
id_001821,343820
id_001822,357120
id_001823,394000
id_001824,395540
id_001825,423870
id_001826,416060
id_001827,456130
id_001828,425830
id_001829,404930
id_001830,361130
id_001831,373740
id_001832,361130
id_001833,315710
id_001834,387080
id_001835,315710
id_001836,380170
id_001837,427220
id_001838,416060
id_001839,427220
id_001840,416060
id_001841,417630
id_001842,435710
id_001843,504790
id_001844,436270
id_001845,364060
id_001846,328470
id_001847,347260
id_001848,347260
id_001849,347260
id_001850,364420
id_001851,332940
id_001852,279210
id_001853,273760
id_001854,346570
id_001855,331520
id_001856,373340
id_001857,337740
id_001858,337990
id_001859,274070
id_001860,349770
id_001861,325520
id_001862,364350
id_001863,280010
id_001864,355220
id_001865,333460
id_001866,324900
id_001867,459870
id_001868,555260
id_001869,592510
id_001870,478320
id_001871,341880
id_001872,438760
id_001873,555260
id_001874,614030
id_001875,551050
id_001876,459500
id_001877,349720
id_001878,385690
id_001879,423240
id_001880,529550
id_001881,478320
id_001882,414770
id_001883,501040
id_001884,444580
id_001885,365100
id_001886,492400
id_001887,455230
id_001888,487060
id_001889,555740
id_001890,293500
id_001891,535850
id_001892,427450
id_001893,365010
id_001894,484870
id_001895,447640
id_001896,466090
id_001897,397530
id_001898,467680
id_001899,397790
id_001900,442810
id_001901,450370
id_001902,457180
id_001903,484870
id_001904,375290
id_001905,405820
id_001906,481120
id_001907,439490
id_001908,405170
id_001909,397530
id_001910,502840
id_001911,411770
id_001912,393190
id_001913,414150
id_001914,483300
id_001915,367940
id_001916,420160
id_001917,515080
id_001918,386150
id_001919,438320
id_001920,497020
id_001921,401730
id_001922,420160
id_001923,471090
id_001924,555960
id_001925,387180
id_001926,410020
id_001927,471400
id_001928,532060
id_001929,401090
id_001930,420430
id_001931,533540
id_001932,471090
id_001933,367180
id_001934,540400
id_001935,426630
id_001936,325450
id_001937,438160
id_001938,402340
id_001939,386300
id_001940,504790
id_001941,381020
id_001942,363710
id_001943,385260
id_001944,456130
id_001945,350580
id_001946,417630
id_001947,417630
id_001948,339190
id_001949,338590
id_001950,428920
id_001951,400340
id_001952,413520
id_001953,469230
id_001954,413630
id_001955,551780
id_001956,505260
id_001957,501680
id_001958,446860
id_001959,413610
id_001960,457400
id_001961,335770
id_001962,439090
id_001963,413610
id_001964,463210
id_001965,463210
id_001966,434730
id_001967,411190
id_001968,457820
id_001969,349230
id_001970,349230
id_001971,349230
id_001972,330410
id_001973,458150
id_001974,403570
id_001975,353490
id_001976,424140
id_001977,422350
id_001978,411640
id_001979,359500
id_001980,317970
id_001981,326940
id_001982,300990
id_001983,255240
id_001984,395680
id_001985,438930
id_001986,439610
id_001987,303640
id_001988,384800
id_001989,289580
id_001990,374450
id_001991,492170
id_001992,492170
id_001993,509930
id_001994,492120
id_001995,524540
id_001996,491980
id_001997,467770
id_001998,414160
id_001999,438010
id_002000,435840
id_002001,438010
id_002002,485340
id_002003,456900
id_002004,456900
id_002005,491280
id_002006,508880
id_002007,508590
id_002008,418750
id_002009,636150
id_002010,429180
id_002011,607830
id_002012,476920
id_002013,607830
id_002014,405190
id_002015,604770
id_002016,559910
id_002017,556510
id_002018,512870
id_002019,582610
id_002020,418750
id_002021,580940
id_002022,479120
id_002023,561150
id_002024,493190
id_002025,507670
id_002026,544520
id_002027,507470
id_002028,472560
id_002029,472560
id_002030,537520
id_002031,466100
id_002032,489580
id_002033,462900
id_002034,510190
id_002035,489580
id_002036,495860
id_002037,538220
id_002038,528700
id_002039,533450
id_002040,288940
id_002041,650830
id_002042,337530
id_002043,445920
id_002044,489530
id_002045,501190
id_002046,434960
id_002047,479230
id_002048,479230
id_002049,477950
id_002050,407970
id_002051,509360
id_002052,538320
id_002053,508880
id_002054,525410
id_002055,496740
id_002056,532720
id_002057,508880
id_002058,561550
id_002059,598520
id_002060,593700
id_002061,553170
id_002062,546950
id_002063,476920
id_002064,513250
id_002065,473150
id_002066,587440
id_002067,479400
id_002068,560570
id_002069,543310
id_002070,475460
id_002071,420350
id_002072,538220
id_002073,405530
id_002074,494280
id_002075,526700
id_002076,370780
id_002077,378330
id_002078,567360
id_002079,551500
id_002080,472560
id_002081,462900
id_002082,538220
id_002083,542490
id_002084,515100
id_002085,504260
id_002086,386280
id_002087,668240
id_002088,385000
id_002089,445290
id_002090,485130
id_002091,405050
id_002092,405530
id_002093,336750
id_002094,365860
id_002095,303040
id_002096,354600
id_002097,465130
id_002098,405530
id_002099,377970
id_002100,366460
id_002101,363750
id_002102,385880
id_002103,374890
id_002104,469400
id_002105,471320
id_002106,477490
id_002107,572820
id_002108,412760
id_002109,323190
id_002110,289250
id_002111,436870
id_002112,560710
id_002113,348330
id_002114,284110
id_002115,289250
id_002116,256880
id_002117,520590
id_002118,343360
id_002119,421830
id_002120,381030
id_002121,448690
id_002122,372580
id_002123,256880
id_002124,520590
id_002125,478320
id_002126,442810
id_002127,423170
id_002128,381800
id_002129,435340
id_002130,482030
id_002131,420430
id_002132,365400
id_002133,464420
id_002134,484870
id_002135,337030
id_002136,484870
id_002137,414150
id_002138,483300
id_002139,427460
id_002140,409800
id_002141,532060
id_002142,587560
id_002143,356010
id_002144,393190
id_002145,406990
id_002146,484870
id_002147,490680
id_002148,413840
id_002149,454490
id_002150,424320
id_002151,438760
id_002152,411940
id_002153,356980
id_002154,516810
id_002155,423490
id_002156,488010
id_002157,398770
id_002158,429860
id_002159,396610
id_002160,445290
id_002161,393580
id_002162,334770
id_002163,382180
id_002164,370780
id_002165,336620
id_002166,361530
id_002167,337810
id_002168,435630
id_002169,567920
id_002170,465130
id_002171,550620
id_002172,461180
id_002173,428460
id_002174,372580
id_002175,421830
id_002176,381110
id_002177,428460
id_002178,296900
id_002179,434910
id_002180,462790
id_002181,471320
id_002182,413150
id_002183,385880
id_002184,425100
id_002185,408420
id_002186,547890
id_002187,449120
id_002188,432510
id_002189,462790
id_002190,405310
id_002191,474470
id_002192,355570
id_002193,410260
id_002194,442700
id_002195,517910
id_002196,382070
id_002197,429860
id_002198,528670
id_002199,368090
id_002200,405050
id_002201,380650
id_002202,385040
id_002203,409380
id_002204,348930
id_002205,438760
id_002206,284110
id_002207,555260
id_002208,320010
id_002209,398320
id_002210,449540
id_002211,429030
id_002212,459870
id_002213,555260
id_002214,459500
id_002215,465300
id_002216,474690
id_002217,351780
id_002218,442810
id_002219,400390
id_002220,492400
id_002221,520400
id_002222,385690
id_002223,359700
id_002224,447130
id_002225,474360
id_002226,394830
id_002227,411770
id_002228,415060
id_002229,491880
id_002230,551240
id_002231,385690
id_002232,447130
id_002233,672820
id_002234,487690
id_002235,391730
id_002236,460960
id_002237,502840
id_002238,402180
id_002239,345910
id_002240,418920
id_002241,407720
id_002242,405820
id_002243,406910
id_002244,462220
id_002245,517260
id_002246,469910
id_002247,436890
id_002248,469670
id_002249,490730
id_002250,414740
id_002251,404670
id_002252,424940
id_002253,523170
id_002254,438590
id_002255,386150
id_002256,532060
id_002257,471090
id_002258,409800
id_002259,485500
id_002260,332950
id_002261,555960
id_002262,347370
id_002263,417480
id_002264,367940
id_002265,400200
id_002266,401850
id_002267,363520
id_002268,349760
id_002269,338700
id_002270,373470
id_002271,388520
id_002272,451980
id_002273,475460
id_002274,502780
id_002275,484230
id_002276,326450
id_002277,638730
id_002278,527960
id_002279,432380
id_002280,470350
id_002281,607830
id_002282,484230
id_002283,531410
id_002284,546320
id_002285,382180
id_002286,537520
id_002287,409330
id_002288,330510
id_002289,466100
id_002290,538220
id_002291,502740
id_002292,489580
id_002293,535470
id_002294,391240
id_002295,409050
id_002296,437620
id_002297,374890
id_002298,385880
id_002299,550620
id_002300,442000
id_002301,446560
id_002302,550620
id_002303,406590
id_002304,425100
id_002305,566140
id_002306,451460
id_002307,529180
id_002308,462790
id_002309,408420
id_002310,580260
id_002311,549390
id_002312,405050
id_002313,432450
id_002314,432510
id_002315,405310
id_002316,381030
id_002317,432510
id_002318,411720
id_002319,296900
id_002320,403830
id_002321,341880
id_002322,403830
id_002323,386540
id_002324,353790
id_002325,369580
id_002326,341430
id_002327,459870
id_002328,459870
id_002329,445300
id_002330,412390
id_002331,555260
id_002332,455300
id_002333,301090
id_002334,455300
id_002335,478320
id_002336,578950
id_002337,492400
id_002338,412390
id_002339,312300
id_002340,592510
id_002341,423220
id_002342,535850
id_002343,470350
id_002344,491280
id_002345,467250
id_002346,351530
id_002347,496350
id_002348,480630
id_002349,564690
id_002350,457700
id_002351,498840
id_002352,521050
id_002353,576430
id_002354,508880
id_002355,586670
id_002356,564690
id_002357,604770
id_002358,493190
id_002359,598520
id_002360,604770
id_002361,546950
id_002362,493190
id_002363,507670
id_002364,493190
id_002365,472560
id_002366,591910
id_002367,503930
id_002368,607320
id_002369,529670
id_002370,567360
id_002371,458820
id_002372,458820
id_002373,510190
id_002374,551500
id_002375,487530
id_002376,551500
id_002377,466100
id_002378,475460
id_002379,510190
id_002380,472030
id_002381,510190
id_002382,465520
id_002383,602530
id_002384,505330
id_002385,473150
id_002386,409330
id_002387,386040
id_002388,567920
id_002389,494280
id_002390,544250
id_002391,652740
id_002392,378700
id_002393,425100
id_002394,423490
id_002395,389630
id_002396,494280
id_002397,435630
id_002398,461180
id_002399,567920
id_002400,369660
id_002401,439170
id_002402,424560
id_002403,425100
id_002404,491920
id_002405,449120
id_002406,454170
id_002407,459410
id_002408,533940
id_002409,321650
id_002410,421030
id_002411,528670
id_002412,361840
id_002413,355270
id_002414,405310
id_002415,440530
id_002416,493180
id_002417,412760
id_002418,529180
id_002419,576090
id_002420,448690
id_002421,405310
id_002422,284110
id_002423,289250
id_002424,337990
id_002425,421830
id_002426,404930
id_002427,386540
id_002428,421830
id_002429,409380
id_002430,404340
id_002431,459870
id_002432,592510
id_002433,422070
id_002434,412390
id_002435,446250
id_002436,343360
id_002437,421830
id_002438,320510
id_002439,505740
id_002440,412390
id_002441,412390
id_002442,586360
id_002443,492400
id_002444,655360
id_002445,386070
id_002446,535850
id_002447,446440
id_002448,435710
id_002449,364060
id_002450,406160
id_002451,402180
id_002452,483300
id_002453,393190
id_002454,393190
id_002455,459340
id_002456,335340
id_002457,401730
id_002458,410000
id_002459,401730
id_002460,424260
id_002461,363520
id_002462,420160
id_002463,531080
id_002464,376020
id_002465,458390
id_002466,485500
id_002467,365400
id_002468,314770
id_002469,379370
id_002470,358040
id_002471,341330
id_002472,367650
id_002473,435710
id_002474,378990
id_002475,394510
id_002476,409120
id_002477,354180
id_002478,353260
id_002479,414350
id_002480,382290
id_002481,353260
id_002482,393860
id_002483,380170
id_002484,404120
id_002485,385260
id_002486,435710
id_002487,359730
id_002488,313940
id_002489,333800
id_002490,336900
id_002491,308770
id_002492,415570
id_002493,430520
id_002494,419130
id_002495,479210
id_002496,317200
id_002497,336900
id_002498,350580
id_002499,341110
id_002500,331520
id_002501,325910
id_002502,261410
id_002503,267830
id_002504,395000
id_002505,396610
id_002506,415570
id_002507,487600
id_002508,373420
id_002509,382570
id_002510,317230
id_002511,393700
id_002512,382600
id_002513,326550
id_002514,334160
id_002515,354830
id_002516,457960
id_002517,421150
id_002518,471340
id_002519,447640
id_002520,396390
id_002521,459340
id_002522,397790
id_002523,358320
id_002524,417250
id_002525,381800
id_002526,419250
id_002527,492400
id_002528,423170
id_002529,353440
id_002530,556760
id_002531,409380
id_002532,569000
id_002533,520400
id_002534,324250
id_002535,423140
id_002536,526130
id_002537,365010
id_002538,396660
id_002539,381800
id_002540,375290
id_002541,439490
id_002542,457920
id_002543,418930
id_002544,421950
id_002545,467680
id_002546,417250
id_002547,409830
id_002548,449080
id_002549,446830
id_002550,471050
id_002551,406990
id_002552,384050
id_002553,424940
id_002554,405820
id_002555,386150
id_002556,466340
id_002557,482030
id_002558,420430
id_002559,414150
id_002560,438320
id_002561,332950
id_002562,386150
id_002563,409800
id_002564,376020
id_002565,374630
id_002566,401850
id_002567,378440
id_002568,404930
id_002569,523170
id_002570,361130
id_002571,354880
id_002572,394840
id_002573,394840
id_002574,349760
id_002575,376330
id_002576,365400
id_002577,325450
id_002578,363520
id_002579,365400
id_002580,386930
id_002581,401730
id_002582,401730
id_002583,451450
id_002584,409800
id_002585,431550
id_002586,425830
id_002587,404930
id_002588,360670
id_002589,394840
id_002590,315710
id_002591,414460
id_002592,410140
id_002593,378440
id_002594,389340
id_002595,314220
id_002596,386930
id_002597,393860
id_002598,393860
id_002599,414350
id_002600,383580
id_002601,383580
id_002602,386930
id_002603,343820
id_002604,399900
id_002605,389370
id_002606,417630
id_002607,386300
id_002608,320750
id_002609,311730
id_002610,427220
id_002611,438160
id_002612,415130
id_002613,402340
id_002614,418460
id_002615,371910
id_002616,344580
id_002617,387080
id_002618,378990
id_002619,381340
id_002620,344580
id_002621,337000
id_002622,403890
id_002623,400900
id_002624,365310
id_002625,384040
id_002626,383670
id_002627,384040
id_002628,386300
id_002629,435710
id_002630,435710
id_002631,416370
id_002632,325520
id_002633,357120
id_002634,341110
id_002635,362250
id_002636,426220
id_002637,341110
id_002638,340150
id_002639,350580
id_002640,347260
id_002641,333460
id_002642,418940
id_002643,346570
id_002644,339990
id_002645,334470
id_002646,322550
id_002647,308770
id_002648,267630
id_002649,387690
id_002650,359730
id_002651,313940
id_002652,415570
id_002653,313940
id_002654,317200
id_002655,282840
id_002656,396610
id_002657,308770
id_002658,273760
id_002659,350000
id_002660,339190
id_002661,373420
id_002662,411040
id_002663,303110
id_002664,333710
id_002665,336570
id_002666,302210
id_002667,367960
id_002668,354830
id_002669,326550
id_002670,371400
id_002671,355930
id_002672,343730
id_002673,326190
id_002674,373420
id_002675,373230
id_002676,370040
id_002677,346000
id_002678,377940
id_002679,401550
id_002680,448800
id_002681,368700
id_002682,425570
id_002683,386750
id_002684,399370
id_002685,433640
id_002686,371400
id_002687,370040
id_002688,365930
id_002689,377940
id_002690,393700
id_002691,376090
id_002692,376580
id_002693,404620
id_002694,485610
id_002695,401670
id_002696,586110
id_002697,481170
id_002698,476250
id_002699,476090
id_002700,551780
id_002701,474390
id_002702,552210
id_002703,505260
id_002704,272610
id_002705,566540
id_002706,439160
id_002707,505260
id_002708,434760
id_002709,524270
id_002710,437610
id_002711,391500
id_002712,390640
id_002713,423680
id_002714,544280
id_002715,391500
id_002716,421240
id_002717,274070
id_002718,415570
id_002719,471670
id_002720,274070
id_002721,313940
id_002722,373560
id_002723,416060
id_002724,435710
id_002725,395540
id_002726,409120
id_002727,315420
id_002728,340150
id_002729,333200
id_002730,471670
id_002731,402060
id_002732,390600
id_002733,282840
id_002734,313940
id_002735,309770
id_002736,359730
id_002737,332940
id_002738,404210
id_002739,343730
id_002740,338590
id_002741,350060
id_002742,339210
id_002743,339210
id_002744,433640
id_002745,350060
id_002746,330150
id_002747,373230
id_002748,346000
id_002749,393700
id_002750,393700
id_002751,303110
id_002752,303110
id_002753,379760
id_002754,382970
id_002755,387720
id_002756,373230
id_002757,420770
id_002758,333710
id_002759,319750
id_002760,338590
id_002761,372500
id_002762,468100
id_002763,326550
id_002764,370040
id_002765,332810
id_002766,377940
id_002767,400340
id_002768,377940
id_002769,376090
id_002770,303110
id_002771,399370
id_002772,393700
id_002773,371400
id_002774,377940
id_002775,400340
id_002776,427060
id_002777,437220
id_002778,426580
id_002779,451510
id_002780,411940
id_002781,372090
id_002782,414260
id_002783,372090
id_002784,411940
id_002785,398500
id_002786,411040
id_002787,425570
id_002788,414260
id_002789,456470
id_002790,510830
id_002791,476090
id_002792,454140
id_002793,519850
id_002794,468310
id_002795,476250
id_002796,427060
id_002797,376090
id_002798,368500
id_002799,460920
id_002800,461340
id_002801,414420
id_002802,544280
id_002803,465280
id_002804,447180
id_002805,544280
id_002806,447910
id_002807,390640
id_002808,390640
id_002809,490150
id_002810,464410
id_002811,464410
id_002812,484600
id_002813,398500
id_002814,397640
id_002815,411940
id_002816,454140
id_002817,394600
id_002818,484820
id_002819,460920
id_002820,332060
id_002821,397640
id_002822,454140
id_002823,454140
id_002824,420770
id_002825,484820
id_002826,404340
id_002827,466990
id_002828,484290
id_002829,519850
id_002830,485610
id_002831,466990
id_002832,420490
id_002833,451740
id_002834,544280
id_002835,464720
id_002836,474390
id_002837,465280
id_002838,466220
id_002839,472850
id_002840,420490
id_002841,470280
id_002842,472540
id_002843,473830
id_002844,471240
id_002845,551780
id_002846,552210
id_002847,544920
id_002848,539030
id_002849,516560
id_002850,400400
id_002851,456100
id_002852,562390
id_002853,400400
id_002854,562390
id_002855,400400
id_002856,456100
id_002857,448960
id_002858,413610
id_002859,411190
id_002860,411190
id_002861,411190
id_002862,446860
id_002863,446860
id_002864,375010
id_002865,404760
id_002866,327700
id_002867,468360
id_002868,437250
id_002869,460140
id_002870,441990
id_002871,580140
id_002872,434760
id_002873,439160
id_002874,408290
id_002875,566540
id_002876,419520
id_002877,437250
id_002878,524270
id_002879,347040
id_002880,443530
id_002881,448250
id_002882,413610
id_002883,490610
id_002884,404760
id_002885,423060
id_002886,347040
id_002887,388400
id_002888,335140
id_002889,349230
id_002890,402590
id_002891,402590
id_002892,349230
id_002893,330410
id_002894,458580
id_002895,405720
id_002896,405720
id_002897,337720
id_002898,332810
id_002899,479150
id_002900,337720
id_002901,407370
id_002902,458580
id_002903,458580
id_002904,405720
id_002905,407370
id_002906,344280
id_002907,321990
id_002908,321990
id_002909,439170
id_002910,410140
id_002911,410140
id_002912,350340
id_002913,344280
id_002914,403570
id_002915,397300
id_002916,436010
id_002917,405720
id_002918,373130
id_002919,411640
id_002920,423330
id_002921,411640
id_002922,373130
id_002923,505340
id_002924,423330
id_002925,502340
id_002926,435710
id_002927,337090
id_002928,332370
id_002929,355220
id_002930,355220
id_002931,353750
id_002932,334470
id_002933,364930
id_002934,334810
id_002935,325910
id_002936,332370
id_002937,364060
id_002938,399900
id_002939,504790
id_002940,418460
id_002941,383690
id_002942,369970
id_002943,365400
id_002944,365400
id_002945,415130
id_002946,436270
id_002947,355240
id_002948,364350
id_002949,409850
id_002950,504790
id_002951,347370
id_002952,338700
id_002953,367180
id_002954,380460
id_002955,409120
id_002956,315420
id_002957,371220
id_002958,353750
id_002959,355220
id_002960,315420
id_002961,364420
id_002962,341110
id_002963,402060
id_002964,326550
id_002965,364930
id_002966,415570
id_002967,415570
id_002968,339190
id_002969,430520
id_002970,282840
id_002971,353720
id_002972,373230
id_002973,353720
id_002974,339210
id_002975,373230
id_002976,373230
id_002977,373230
id_002978,345790
id_002979,445600
id_002980,339210
id_002981,376850
id_002982,373420
id_002983,380450
id_002984,380450
id_002985,430520
id_002986,326190
id_002987,370040
id_002988,377940
id_002989,312140
id_002990,393700
id_002991,400340
id_002992,365540
id_002993,454140
id_002994,376090
id_002995,397640
id_002996,431080
id_002997,303110
id_002998,382380
id_002999,416260
id_003000,303110
id_003001,317230
id_003002,303110
id_003003,392220
id_003004,366580
id_003005,425570
id_003006,443440
id_003007,450780
id_003008,438930
id_003009,402060
id_003010,471670
id_003011,415570
id_003012,388850
id_003013,425570
id_003014,443440
id_003015,443440
id_003016,486180
id_003017,476090
id_003018,486180
id_003019,469230
id_003020,460920
id_003021,373250
id_003022,473830
id_003023,451740
id_003024,544280
id_003025,638600
id_003026,544920
id_003027,383950
id_003028,478940
id_003029,443440
id_003030,448070
id_003031,486180
id_003032,490150
id_003033,445700
id_003034,552920
id_003035,489180
id_003036,466990
id_003037,466220
id_003038,451740
id_003039,483300
id_003040,462450
id_003041,586110
id_003042,552210
id_003043,390640
id_003044,469210
id_003045,460140
id_003046,465640
id_003047,434760
id_003048,272610
id_003049,411730
id_003050,516560
id_003051,539030
id_003052,465640
id_003053,508420
id_003054,438610
id_003055,349230
id_003056,527990
id_003057,566540
id_003058,468360
id_003059,502360
id_003060,402590
id_003061,479150
id_003062,424140
id_003063,397760
id_003064,332810
id_003065,386820
id_003066,517910
id_003067,429030
id_003068,517910
id_003069,424560
id_003070,407310
id_003071,491920
id_003072,394940
id_003073,446090
id_003074,490680
id_003075,429690
id_003076,467680
id_003077,424320
id_003078,365100
id_003079,442810
id_003080,452120
id_003081,375290
id_003082,421150
id_003083,459340
id_003084,374970
id_003085,407720
id_003086,397530
id_003087,424380
id_003088,331450
id_003089,532060
id_003090,466340
id_003091,402110
id_003092,456160
id_003093,532060
id_003094,380270
id_003095,410140
id_003096,485500
id_003097,471090
id_003098,438590
id_003099,551500
id_003100,594700
id_003101,529670
id_003102,378330
id_003103,602530
id_003104,622100
id_003105,439640
id_003106,543310
id_003107,442700
id_003108,479120
id_003109,607830
id_003110,287790
id_003111,364640
id_003112,349620
id_003113,186280
id_003114,186280
id_003115,211190
id_003116,241470
id_003117,211190
id_003118,211190
id_003119,211190
id_003120,236480
id_003121,186280
id_003122,186280
id_003123,186280
id_003124,193960
id_003125,188080
id_003126,186280
id_003127,211190
id_003128,211190
id_003129,241470
id_003130,279910
id_003131,186280
id_003132,186280
id_003133,186280
id_003134,186280
id_003135,200510
id_003136,193660
id_003137,289660
id_003138,193960
id_003139,211190
id_003140,272340
id_003141,272340
id_003142,289660
id_003143,287790
id_003144,287790
id_003145,198830
id_003146,287790
id_003147,303740
id_003148,198390
id_003149,223010
id_003150,247040
id_003151,349620
id_003152,303740
id_003153,223010
id_003154,198390
id_003155,331770
id_003156,331770
id_003157,349620
id_003158,367710
id_003159,319770
id_003160,364110
id_003161,197000
id_003162,210510
id_003163,197000
id_003164,202950
id_003165,206840
id_003166,206840
id_003167,198390
id_003168,209780
id_003169,210510
id_003170,197000
id_003171,202950
id_003172,198390
id_003173,209780
id_003174,198390
id_003175,221460
id_003176,228440
id_003177,223010
id_003178,198390
id_003179,221460
id_003180,198390
id_003181,209780
id_003182,228440
id_003183,221460
id_003184,286480
id_003185,371180
id_003186,384680
id_003187,573460
id_003188,573290
id_003189,421000
id_003190,289050
id_003191,286480
id_003192,331430
id_003193,367710
id_003194,440250
id_003195,369080
id_003196,384050
id_003197,534450
id_003198,375550
id_003199,316940
id_003200,549770
id_003201,339390
id_003202,592620
id_003203,447980
id_003204,549100
id_003205,440680
id_003206,379870
id_003207,375550
id_003208,440250
id_003209,520560
id_003210,549770
id_003211,421000
id_003212,535080
id_003213,549770
id_003214,419630
id_003215,507720
id_003216,476820
id_003217,449030
id_003218,592510
id_003219,379870
id_003220,232230
id_003221,289050
id_003222,481000
id_003223,388420
id_003224,573460
id_003225,339340
id_003226,592510
id_003227,379870
id_003228,384680
id_003229,419630
id_003230,507480
id_003231,331430
id_003232,383480
id_003233,384050
id_003234,479400
id_003235,448000
id_003236,441500
id_003237,476850
id_003238,418880
id_003239,418880
id_003240,549100
id_003241,426960
id_003242,440680
id_003243,431300
id_003244,418880
id_003245,402970
id_003246,402970
id_003247,457600
id_003248,402970
id_003249,476820
id_003250,322100
id_003251,422660
id_003252,405190
id_003253,512390
id_003254,547870
id_003255,413030
id_003256,564350
id_003257,585970
id_003258,534600
id_003259,451620
id_003260,451620
id_003261,549200
id_003262,403660
id_003263,389950
id_003264,425070
id_003265,494510
id_003266,494510
id_003267,392190
id_003268,403660
id_003269,490360
id_003270,557790
id_003271,500850
id_003272,403660
id_003273,403660
id_003274,403660
id_003275,359050
id_003276,375090
id_003277,324000
id_003278,388380
id_003279,402950
id_003280,375090
id_003281,357400
id_003282,401920
id_003283,409830
id_003284,403580
id_003285,401920
id_003286,319350
id_003287,359330
id_003288,285110
id_003289,286920
id_003290,383260
id_003291,345010
id_003292,395870
id_003293,409700
id_003294,333280
id_003295,403240
id_003296,398740
id_003297,337540
id_003298,279530
id_003299,325380
id_003300,373610
id_003301,410550
id_003302,306360
id_003303,306360
id_003304,395870
id_003305,347940
id_003306,400060
id_003307,384600
id_003308,383750
id_003309,574990
id_003310,614130
id_003311,593990
id_003312,686840
id_003313,409830
id_003314,287620
id_003315,578870
id_003316,477440
id_003317,524180
id_003318,623340
id_003319,478740
id_003320,440560
id_003321,271500
id_003322,287550
id_003323,245290
id_003324,245290
id_003325,249020
id_003326,249020
id_003327,333170
id_003328,443210
id_003329,408700
id_003330,416570
id_003331,430170
id_003332,366810
id_003333,417810
id_003334,291610
id_003335,229100
id_003336,237340
id_003337,320460
id_003338,260630
id_003339,237340
id_003340,296690
id_003341,523950
id_003342,443480
id_003343,433560
id_003344,609900
id_003345,483860
id_003346,613000
id_003347,519190
id_003348,443480
id_003349,521670
id_003350,609900
id_003351,601750
id_003352,465200
id_003353,438760
id_003354,501080
id_003355,483860
id_003356,449660
id_003357,408740
id_003358,576550
id_003359,512390
id_003360,519190
id_003361,640370
id_003362,437180
id_003363,505500
id_003364,431220
id_003365,375200
id_003366,495130
id_003367,542470
id_003368,632920
id_003369,537150
id_003370,646280
id_003371,623060
id_003372,537150
id_003373,555670
id_003374,555670
id_003375,532520
id_003376,568230
id_003377,603770
id_003378,613770
id_003379,534600
id_003380,566020
id_003381,420460
id_003382,420460
id_003383,427950
id_003384,398780
id_003385,427950
id_003386,401400
id_003387,543930
id_003388,425670
id_003389,551240
id_003390,189530
id_003391,185950
id_003392,189530
id_003393,189530
id_003394,437580
id_003395,531260
id_003396,368440
id_003397,236360
id_003398,216790
id_003399,196730
id_003400,216790
id_003401,241520
id_003402,228520
id_003403,260350
id_003404,277910
id_003405,274360
id_003406,274360
id_003407,245970
id_003408,274300
id_003409,277910
id_003410,305040
id_003411,325640
id_003412,277910
id_003413,305040
id_003414,325640
id_003415,305040
id_003416,277910
id_003417,248930
id_003418,274300
id_003419,359050
id_003420,359050
id_003421,365060
id_003422,262230
id_003423,186600
id_003424,186600
id_003425,186800
id_003426,196730
id_003427,227270
id_003428,188460
id_003429,216790
id_003430,268630
id_003431,248930
id_003432,305040
id_003433,248930
id_003434,248930
id_003435,569140
id_003436,228900
id_003437,344110
id_003438,357760
id_003439,248930
id_003440,296270
id_003441,221800
id_003442,204690
id_003443,204690
id_003444,155280
id_003445,161680
id_003446,155280
id_003447,158170
id_003448,348250
id_003449,560380
id_003450,542890
id_003451,512950
id_003452,576500
id_003453,576500
id_003454,534090
id_003455,542890
id_003456,569140
id_003457,569140
id_003458,523680
id_003459,523680
id_003460,436320
id_003461,523680
id_003462,523680
id_003463,577870
id_003464,586430
id_003465,542890
id_003466,542890
id_003467,576500
id_003468,577870
id_003469,325640
id_003470,510860
id_003471,277910
id_003472,274360
id_003473,248930
id_003474,248930
id_003475,325640
id_003476,351440
id_003477,222100
id_003478,284950
id_003479,477950
id_003480,485020
id_003481,450290
id_003482,450290
id_003483,450290
id_003484,540380
id_003485,522910
id_003486,536110
id_003487,415910
id_003488,415910
id_003489,328100
id_003490,328100
id_003491,522910
id_003492,452460
id_003493,542880
id_003494,336120
id_003495,390100
id_003496,436690
id_003497,463770
